p,a00,a01,a02,a03,a10,a11,a12,a13,a20,a21,a22,a23,a30,a31,a32,a33,CM,q
1061,1/2,0,1/2,1/2,0,1/28,9/14,33/28,0,0,1,1,0,0,0,7,CM,
1061,1/2,0,1/2,11/2,0,1/28,3/14,29/28,0,0,1,4,0,0,0,7,CM,
1061,1/2,0,1/2,19/2,0,1/44,7/22,369/44,0,0,1,8,0,0,0,11,CM,
1061,1/2,0,1/2,17/2,0,1/44,9/22,301/44,0,0,1,6,0,0,0,11,CM,
1061,1/2,0,1/2,5/2,0,1/44,9/22,425/44,0,0,1,5,0,0,0,11,CM,
1061,1/2,0,1/2,3/2,0,1/44,7/22,357/44,0,0,1,3,0,0,0,11,CM,
1061,1/2,0,11/2,1/2,0,1/44,87/22,3/4,0,0,11,0,0,0,0,1,CM,
1061,1/2,0,1/2,5/2,0,1/16,3/8,33/16,0,0,1,1,0,0,0,4,CM,
1061,1/2,0,1/2,1/2,0,1/16,7/8,25/16,0,0,1,1,0,0,0,4,CM,
1061,1/2,0,1/2,9/2,0,1/24,1/4,17/24,0,0,1,3,0,0,0,6,CM,
1061,1/2,0,1/2,9/2,0,1/24,1/4,1/24,0,0,1,3,0,0,0,6,CM,
1061,1/2,0,1/2,5/2,0,1/40,3/4,297/40,0,0,1,5,0,0,0,10,CM,
1061,1/2,0,1/2,17/2,0,1/40,7/20,169/40,0,0,1,7,0,0,0,10,CM,
1061,1/2,0,1/2,13/2,0,1/40,3/20,129/40,0,0,1,3,0,0,0,10,CM,
1061,1/2,0,1/2,5/2,0,1/40,3/4,153/40,0,0,1,5,0,0,0,10,CM,
1061,1/2,0,1/2,13/2,0,1/40,7/20,281/40,0,0,1,3,0,0,0,10,CM,
1061,1/2,0,1/2,17/2,0,1/40,3/20,321/40,0,0,1,7,0,0,0,10,CM,
1061,1/2,0,1/2,13/2,0,1/56,23/28,233/56,0,0,1,13,0,0,0,14,CM,
1061,1/2,0,1/2,1/2,0,1/56,19/28,513/56,0,0,1,1,0,0,0,14,CM,
1061,1/2,0,1/2,17/2,0,1/56,3/28,657/56,0,0,1,3,0,0,0,14,CM,
1061,1/2,0,1/2,1/2,0,1/56,23/28,649/56,0,0,1,1,0,0,0,14,CM,
1061,1/2,0,1/2,25/2,0,1/88,15/44,985/88,0,0,1,3,0,0,0,22,CM,
1061,1/2,0,1/2,5/2,0,1/88,31/44,1129/88,0,0,1,5,0,0,0,22,CM,
1061,1/2,0,1/2,17/2,0,1/88,31/44,1049/88,0,0,1,17,0,0,0,22,CM,
1061,1/2,0,1/2,5/2,0,1/88,35/44,257/88,0,0,1,5,0,0,0,22,CM,
1061,1/2,0,1/2,25/2,0,1/88,7/44,841/88,0,0,1,3,0,0,0,22,CM,
1061,1/2,0,1/2,15/2,0,1/36,1/6,37/36,0,0,1,6,0,0,0,9,CM,
1061,1/2,0,1/2,3/2,0,1/60,9/10,1/60,0,0,1,3,0,0,0,15,CM,
1061,1/2,0,1/2,3/2,0,1/60,1/10,829/60,0,0,1,3,0,0,0,15,CM,
1061,1/2,0,1/2,15/2,0,1/60,1/2,397/60,0,0,1,0,0,0,0,15,CM,
1061,1/2,0,1/2,15/2,0,1/60,1/2,253/60,0,0,1,0,0,0,0,15,CM,
1061,1/2,0,1/2,3/2,0,1/84,13/14,1261/84,0,0,1,3,0,0,0,21,CM,
1061,1/2,0,1/2,27/2,0,1/132,19/22,2413/132,0,0,1,27,0,0,0,33,CM,
1061,1/2,0,1/2,9/2,0,1/36,1/2,197/36,0,0,1,0,0,0,0,9,CM,
1061,1/2,0,1/2,15/2,0,1/36,5/6,17/36,0,0,1,6,0,0,0,9,CM,
1061,1/2,0,1/2,15/2,0,1/60,1/2,197/60,0,0,1,0,0,0,0,15,CM,
1061,1/2,0,1/2,3/2,0,1/84,1/14,1637/84,0,0,1,3,0,0,0,21,CM,
1061,1/2,0,1/2,3/2,0,1/132,5/22,17/132,0,0,1,3,0,0,0,33,CM,
1061,1/2,0,1/2,27/2,0,1/132,3/22,3329/132,0,0,1,27,0,0,0,33,CM,
1061,1/2,0,11/2,7/2,0,1/220,1123/110,91/20,0,0,11,2,0,0,0,5,CM,
1061,1/2,0,1/2,27/2,0,1/140,47/70,4429/140,0,0,1,27,0,0,0,35,CM,
1063,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
1063,1/2,0,1/2,0,0,1/4,0,3/4,0,0,1,0,0,0,0,2,CM,
1063,1/2,0,1/2,2,0,1/6,1/3,7/6,0,0,1,1,0,0,0,3,CM,
1063,1/2,0,1/2,3,0,1/10,4/5,47/10,0,0,1,1,0,0,0,5,CM,
1063,1/2,0,1/2,4,0,1/14,1/7,89/14,0,0,1,1,0,0,0,7,CM,
1063,1/2,0,7/2,0,0,1/14,46/7,1/2,0,0,7,0,0,0,0,1,CM,
1063,1/2,0,1/2,0,0,1/14,0,43/14,0,0,1,0,0,0,0,7,CM,
1063,1/2,0,1/2,3,0,1/2,2/11,223/22,0,0,1,6,0,0,0,11,CM,
1063,1/2,0,1/2,1,0,1/2,4/11,95/22,0,0,1,2,0,0,0,11,CM,
1063,1/2,0,1/2,0,0,1/2,0,137/22,0,0,1,0,0,0,0,11,CM,
1063,1/2,0,11/2,0,0,1/2,8/11,1/2,0,0,11,0,0,0,0,1,CM,
1063,1/2,0,1/2,0,0,1/8,0,19/8,0,0,1,0,0,0,0,4,CM,
1063,1/2,0,1/2,2,0,1/8,1/2,27/8,0,0,1,0,0,0,0,4,CM,
1063,1/2,0,1/2,2,0,1/12,1/3,35/12,0,0,1,4,0,0,0,6,CM,
1063,1/2,0,1/2,2,0,1/12,2/3,67/12,0,0,1,4,0,0,0,6,CM,
1063,1/2,0,1/2,8,0,1/20,2/5,147/20,0,0,1,6,0,0,0,10,CM,
1063,1/2,0,1/2,2,0,1/20,2/5,3/20,0,0,1,4,0,0,0,10,CM,
1063,1/2,0,1/2,4,0,1/28,4/7,299/28,0,0,1,8,0,0,0,14,CM,
1063,1/2,0,1/2,4,0,1/28,3/7,219/28,0,0,1,8,0,0,0,14,CM,
1063,1/2,0,1/2,0,0,1/28,0,251/28,0,0,1,0,0,0,0,14,CM,
1063,1/2,0,7/2,0,0,1/28,23/7,5/4,0,0,7,0,0,0,0,2,CM,
1063,1/2,0,1/2,0,0,1/28,0,43/28,0,0,1,0,0,0,0,14,CM,
1063,1/2,0,11/2,0,0,1/44,4/11,1/4,0,0,11,0,0,0,0,2,CM,
1063,1/2,0,1/2,14,0,1/44,10/11,283/44,0,0,1,6,0,0,0,22,CM,
1063,1/2,0,1/2,12,0,1/44,9/11,235/44,0,0,1,2,0,0,0,22,CM,
1063,1/2,0,1/2,0,0,1/44,0,347/44,0,0,1,0,0,0,0,22,CM,
1063,1/2,0,1/2,14,0,1/44,1/11,707/44,0,0,1,6,0,0,0,22,CM,
1063,1/2,0,1/2,8,0,1/18,4/9,157/18,0,0,1,7,0,0,0,9,CM,
1063,1/2,0,1/2,5,0,1/18,1/9,79/18,0,0,1,1,0,0,0,9,CM,
1063,1/2,0,1/2,2,0,1/18,7/9,109/18,0,0,1,4,0,0,0,9,CM,
1063,1/2,0,1/2,2,0,1/30,4/15,103/30,0,0,1,4,0,0,0,15,CM,
1063,1/2,0,1/2,2,0,1/30,1/15,187/30,0,0,1,4,0,0,0,15,CM,
1063,1/2,0,1/2,8,0,1/30,1/15,313/30,0,0,1,1,0,0,0,15,CM,
1063,1/2,0,1/2,11,0,1/42,1/21,187/42,0,0,1,1,0,0,0,21,CM,
1063,1/2,0,1/2,17,0,1/42,13/21,355/42,0,0,1,13,0,0,0,21,CM,
1063,1/2,0,7/2,2,0,1/42,46/21,1/6,0,0,7,1,0,0,0,3,CM,
1063,1/2,0,1/2,11,0,1/42,13/21,625/42,0,0,1,1,0,0,0,21,CM,
1063,1/2,0,1/2,14,0,1/42,1/3,631/42,0,0,1,7,0,0,0,21,CM,
1063,1/2,0,1/2,8,0,1/66,31/33,553/66,0,0,1,16,0,0,0,33,CM,
1063,1/2,0,1/2,11,0,1/66,2/3,1831/66,0,0,1,22,0,0,0,33,CM,
1063,1/2,0,1/2,32,0,1/66,7/33,1261/66,0,0,1,31,0,0,0,33,CM,
1063,1/2,0,1/2,23,0,1/66,7/33,433/66,0,0,1,13,0,0,0,33,CM,
1063,1/2,0,11/2,1,0,1/66,355/33,11/6,0,0,11,2,0,0,0,3,CM,
1063,1/2,0,1/2,18,0,1/70,29/35,47/70,0,0,1,1,0,0,0,35,CM,
1063,1/2,0,1/2,3,0,1/110,24/55,487/110,0,0,1,6,0,0,0,55,CM,
1063,1/2,0,1/2,33,0,1/110,4/5,3977/110,0,0,1,11,0,0,0,55,CM,
1063,1/2,0,11/2,3,0,1/110,129/55,27/10,0,0,11,1,0,0,0,5,CM,
1063,1/2,0,1/2,11,0,1/98,1/49,1755/98,0,0,1,22,0,0,0,49,CM,
1063,1/2,0,1/2,39,0,1/98,29/49,4555/98,0,0,1,29,0,0,0,49,CM,
1063,1/2,0,1/2,67,0,1/154,15/77,9819/154,0,0,1,57,0,0,0,77,CM,
1063,1/2,0,7/2,2,0,1/98,340/49,33/14,0,0,7,4,0,0,0,7,CM,
1063,1/2,0,77/2,0,0,1/154,1565/77,1/2,0,0,77,0,0,0,0,1,CM,
1063,1/2,0,1/2,21,0,1/98,4/7,2297/98,0,0,1,42,0,0,0,49,CM,
1063,1/2,0,1/2,69,0,1/242,57/121,3545/242,0,0,1,17,0,0,0,121,CM,
1069,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
1069,1/2,0,1/2,1/2,0,1/8,3/4,13/8,0,0,1,1,0,0,0,2,CM,
1069,1/2,0,3/2,1/2,0,1/12,13/6,3/4,0,0,3,0,0,0,0,1,CM,
1069,1/2,0,1/2,5/2,0,1/20,1/2,89/20,0,0,1,0,0,0,0,5,CM,
1069,1/2,0,1/2,3/2,0,1/20,9/10,97/20,0,0,1,3,0,0,0,5,CM,
1069,1/2,0,1/2,3/2,0,1/20,1/10,13/20,0,0,1,3,0,0,0,5,CM,
1069,1/2,0,1/2,5/2,0,1/20,1/2,61/20,0,0,1,0,0,0,0,5,CM,
1069,1/2,0,1/2,5/2,0,1/28,13/14,45/28,0,0,1,5,0,0,0,7,CM,
1069,1/2,0,7/2,1/2,0,1/28,31/14,3/4,0,0,7,0,0,0,0,1,CM,
1069,1/2,0,1/2,7/2,0,1/28,1/2,65/28,0,0,1,0,0,0,0,7,CM,
1069,1/2,0,1/2,5/2,0,1/28,1/14,193/28,0,0,1,5,0,0,0,7,CM,
1069,1/2,0,1/2,7/2,0,1/28,1/2,33/28,0,0,1,0,0,0,0,7,CM,
1069,1/2,0,1/2,13/2,0,1/44,21/22,413/44,0,0,1,2,0,0,0,11,CM,
1069,1/2,0,1/2,21/2,0,1/44,19/22,261/44,0,0,1,10,0,0,0,11,CM,
1069,1/2,0,1/2,11/2,0,1/44,1/2,29/44,0,0,1,0,0,0,0,11,CM,
1069,1/2,0,1/2,9/2,0,1/44,21/22,313/44,0,0,1,9,0,0,0,11,CM,
1069,1/2,0,1/2,11/2,0,1/44,1/2,213/44,0,0,1,0,0,0,0,11,CM,
1069,1/2,0,1/2,21/2,0,1/44,3/22,421/44,0,0,1,10,0,0,0,11,CM,
1069,1/2,0,1/2,5/2,0,1/16,7/8,53/16,0,0,1,1,0,0,0,4,CM,
1069,1/2,0,1/2,1/2,0,1/16,3/8,29/16,0,0,1,1,0,0,0,4,CM,
1069,1/2,0,3/2,3/2,0,1/24,31/12,7/8,0,0,3,1,0,0,0,2,CM,
1069,1/2,0,3/2,3/2,0,1/24,23/12,7/8,0,0,3,1,0,0,0,2,CM,
1069,1/2,0,1/2,13/2,0,1/40,19/20,157/40,0,0,1,3,0,0,0,10,CM,
1069,1/2,0,1/2,13/2,0,1/40,11/20,173/40,0,0,1,3,0,0,0,10,CM,
1069,1/2,0,1/2,17/2,0,1/40,11/20,77/40,0,0,1,7,0,0,0,10,CM,
1069,1/2,0,1/2,5/2,0,1/40,3/4,261/40,0,0,1,5,0,0,0,10,CM,
1069,1/2,0,1/2,5/2,0,1/40,3/4,389/40,0,0,1,5,0,0,0,10,CM,
1069,1/2,0,1/2,17/2,0,1/40,19/20,93/40,0,0,1,7,0,0,0,10,CM,
1069,1/2,0,1/2,21/2,0,1/56,1/4,261/56,0,0,1,7,0,0,0,14,CM,
1069,1/2,0,1/2,21/2,0,1/56,1/4,229/56,0,0,1,7,0,0,0,14,CM,
1069,1/2,0,1/2,5/2,0,1/56,15/28,725/56,0,0,1,5,0,0,0,14,CM,
1069,1/2,0,1/2,9/2,0,1/56,27/28,109/56,0,0,1,9,0,0,0,14,CM,
1069,1/2,0,7/2,3/2,0,1/56,31/28,3/8,0,0,7,1,0,0,0,2,CM,
1069,1/2,0,1/2,33/2,0,1/88,1/4,1181/88,0,0,1,11,0,0,0,22,CM,
1069,1/2,0,1/2,21/2,0,1/88,19/44,1229/88,0,0,1,21,0,0,0,22,CM,
1069,1/2,0,1/2,1/2,0,1/88,3/44,1757/88,0,0,1,1,0,0,0,22,CM,
1069,1/2,0,1/2,13/2,0,1/88,43/44,1469/88,0,0,1,13,0,0,0,22,CM,
1069,1/2,0,1/2,21/2,0,1/88,3/44,1389/88,0,0,1,21,0,0,0,22,CM,
1069,1/2,0,3/2,5/2,0,1/36,49/18,31/12,0,0,3,2,0,0,0,3,CM,
1069,1/2,0,3/2,1/2,0,1/36,49/18,23/12,0,0,3,1,0,0,0,3,CM,
1069,1/2,0,9/2,1/2,0,1/36,139/18,1/4,0,0,9,0,0,0,0,1,CM,
1069,1/2,0,3/2,9/2,0,1/60,49/30,79/20,0,0,3,4,0,0,0,5,CM,
1069,1/2,0,3/2,19/2,0,1/132,85/66,43/44,0,0,3,8,0,0,0,11,CM,
1069,1/2,0,1/2,25/2,0,1/100,1/2,1689/100,0,0,1,0,0,0,0,25,CM,
1069,1/2,0,1/2,15/2,0,1/100,3/10,289/100,0,0,1,15,0,0,0,25,CM,
1069,1/2,0,1/2,55/2,0,1/220,1/2,7289/220,0,0,1,0,0,0,0,55,CM,
1069,1/2,0,1/2,33/2,0,1/100,19/50,57/100,0,0,1,8,0,0,0,25,CM,
1069,1/2,0,1/2,53/2,0,1/220,89/110,2877/220,0,0,1,53,0,0,0,55,CM,
1069,1/2,0,1/2,13/2,0,1/100,21/50,2033/100,0,0,1,13,0,0,0,25,CM,
1069,1/2,0,1/2,25/2,0,1/100,1/2,2061/100,0,0,1,0,0,0,0,25,CM,
1069,1/2,0,1/2,35/2,0,1/140,1/2,3561/140,0,0,1,0,0,0,0,35,CM,
1069,1/2,0,1/2,35/2,0,1/140,1/2,261/140,0,0,1,0,0,0,0,35,CM,
1087,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
1087,1/2,0,1/2,0,0,1/4,0,7/4,0,0,1,0,0,0,0,2,CM,
1087,1/2,0,1/2,1,0,1/6,2/3,13/6,0,0,1,2,0,0,0,3,CM,
1087,1/2,0,1/2,3,0,1/10,3/5,29/10,0,0,1,1,0,0,0,5,CM,
1087,1/2,0,1/2,6,0,1/14,4/7,11/14,0,0,1,5,0,0,0,7,CM,
1087,1/2,0,1/2,5,0,1/14,5/7,55/14,0,0,1,3,0,0,0,7,CM,
1087,1/2,0,1/2,2,0,1/2,2/11,219/22,0,0,1,4,0,0,0,11,CM,
1087,1/2,0,1/2,4,0,1/2,6/11,37/22,0,0,1,8,0,0,0,11,CM,
1087,1/2,0,1/2,5,0,1/2,3/11,237/22,0,0,1,10,0,0,0,11,CM,
1087,1/2,0,1/2,0,0,1/8,0,31/8,0,0,1,0,0,0,0,4,CM,
1087,1/2,0,1/2,2,0,1/8,1/2,7/8,0,0,1,0,0,0,0,4,CM,
1087,1/2,0,1/2,4,0,1/12,2/3,47/12,0,0,1,2,0,0,0,6,CM,
1087,1/2,0,1/2,4,0,1/12,1/3,31/12,0,0,1,2,0,0,0,6,CM,
1087,1/2,0,1/2,2,0,1/20,1/5,119/20,0,0,1,4,0,0,0,10,CM,
1087,1/2,0,1/2,2,0,1/20,4/5,111/20,0,0,1,4,0,0,0,10,CM,
1087,1/2,0,1/2,8,0,1/28,2/7,87/28,0,0,1,2,0,0,0,14,CM,
1087,1/2,0,1/2,12,0,1/28,1/7,183/28,0,0,1,10,0,0,0,14,CM,
1087,1/2,0,1/2,2,0,1/28,1/7,111/28,0,0,1,4,0,0,0,14,CM,
1087,1/2,0,1/2,6,0,1/28,2/7,207/28,0,0,1,12,0,0,0,14,CM,
1087,1/2,0,1/2,6,0,1/44,4/11,743/44,0,0,1,12,0,0,0,22,CM,
1087,1/2,0,1/2,18,0,1/44,8/11,895/44,0,0,1,14,0,0,0,22,CM,
1087,1/2,0,1/2,4,0,1/44,8/11,799/44,0,0,1,8,0,0,0,22,CM,
1087,1/2,0,1/2,20,0,1/44,10/11,527/44,0,0,1,18,0,0,0,22,CM,
1087,1/2,0,1/2,4,0,1/18,2/9,67/18,0,0,1,8,0,0,0,9,CM,
1087,1/2,0,1/2,1,0,1/18,8/9,19/18,0,0,1,2,0,0,0,9,CM,
1087,1/2,0,1/2,7,0,1/18,5/9,133/18,0,0,1,5,0,0,0,9,CM,
1087,1/2,0,1/2,7,0,1/30,2/15,319/30,0,0,1,14,0,0,0,15,CM,
1087,1/2,0,1/2,7,0,1/30,8/15,361/30,0,0,1,14,0,0,0,15,CM,
1087,1/2,0,1/2,13,0,1/30,2/15,31/30,0,0,1,11,0,0,0,15,CM,
1087,1/2,0,1/2,13,0,1/42,11/21,571/42,0,0,1,5,0,0,0,21,CM,
1087,1/2,0,1/2,1,0,1/42,11/21,409/42,0,0,1,2,0,0,0,21,CM,
1087,1/2,0,1/2,1,0,1/42,17/21,487/42,0,0,1,2,0,0,0,21,CM,
1087,1/2,0,1/2,19,0,1/42,2/21,85/42,0,0,1,17,0,0,0,21,CM,
1087,1/2,0,1/2,19,0,1/42,5/21,349/42,0,0,1,17,0,0,0,21,CM,
1087,1/2,0,1/2,16,0,1/66,14/33,457/66,0,0,1,32,0,0,0,33,CM,
1087,1/2,0,1/2,31,0,1/66,2/33,265/66,0,0,1,29,0,0,0,33,CM,
1087,1/2,0,1/2,16,0,1/66,8/33,2161/66,0,0,1,32,0,0,0,33,CM,
1087,1/2,0,1/2,7,0,1/66,5/33,1555/66,0,0,1,14,0,0,0,33,CM,
1087,1/2,0,1/2,23,0,1/50,18/25,209/50,0,0,1,21,0,0,0,25,CM,
1087,1/2,0,1/2,3,0,1/50,8/25,689/50,0,0,1,6,0,0,0,25,CM,
1087,1/2,0,1/2,23,0,1/70,33/35,1639/70,0,0,1,11,0,0,0,35,CM,
1087,1/2,0,1/2,18,0,1/110,28/55,579/110,0,0,1,36,0,0,0,55,CM,
1087,1/2,0,1/2,38,0,1/110,8/55,4339/110,0,0,1,21,0,0,0,55,CM,
1087,1/2,0,1/2,38,0,1/110,3/55,479/110,0,0,1,21,0,0,0,55,CM,
1087,1/2,0,1/2,34,0,1/98,46/49,3567/98,0,0,1,19,0,0,0,49,CM,
1087,1/2,0,1/2,6,0,1/98,39/49,3693/98,0,0,1,12,0,0,0,49,CM,
1087,1/2,0,1/2,20,0,1/154,53/77,8733/154,0,0,1,40,0,0,0,77,CM,
1087,1/2,0,1/2,26,0,1/98,33/49,1301/98,0,0,1,3,0,0,0,49,CM,
1087,1/2,0,1/2,26,0,1/242,6/121,14315/242,0,0,1,52,0,0,0,121,CM,
1087,1/2,0,1/2,22,0,1/56,9/14,1319/56,0,0,1,16,0,0,0,28,CM,
1091,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
1091,1/2,0,1/2,1,0,1/4,1/2,1/4,0,0,1,0,0,0,0,2,CM,
1091,1/2,0,1/2,0,0,1/6,0,11/6,0,0,1,0,0,0,0,3,CM,
1091,1/2,0,3/2,0,0,1/6,1/3,1/2,0,0,3,0,0,0,0,1,CM,
1091,1/2,0,5/2,0,0,1/10,21/5,1/2,0,0,5,0,0,0,0,1,CM,
1091,1/2,0,1/2,0,0,1/10,0,33/10,0,0,1,0,0,0,0,5,CM,
1091,1/2,0,7/2,0,0,1/14,4/7,1/2,0,0,7,0,0,0,0,1,CM,
1091,1/2,0,1/2,0,0,1/14,0,41/14,0,0,1,0,0,0,0,7,CM,
1091,1/2,0,1/2,4,0,1/14,6/7,79/14,0,0,1,1,0,0,0,7,CM,
1091,1/2,0,1/2,10,0,1/2,10/11,109/22,0,0,1,9,0,0,0,11,CM,
1091,1/2,0,1/2,3,0,1/2,6/11,141/22,0,0,1,6,0,0,0,11,CM,
1091,1/2,0,11/2,0,0,1/2,86/11,1/2,0,0,11,0,0,0,0,1,CM,
1091,1/2,0,1/2,0,0,1/2,0,191/22,0,0,1,0,0,0,0,11,CM,
1091,1/2,0,1/2,1,0,1/8,3/4,25/8,0,0,1,2,0,0,0,4,CM,
1091,1/2,0,1/2,3,0,1/12,1/2,25/12,0,0,1,0,0,0,0,6,CM,
1091,1/2,0,1/2,3,0,1/12,1/2,65/12,0,0,1,0,0,0,0,6,CM,
1091,1/2,0,3/2,1,0,1/12,17/6,3/4,0,0,3,0,0,0,0,2,CM,
1091,1/2,0,5/2,1,0,1/20,21/10,5/4,0,0,5,0,0,0,0,2,CM,
1091,1/2,0,1/2,5,0,1/20,1/2,17/20,0,0,1,0,0,0,0,10,CM,
1091,1/2,0,1/2,5,0,1/20,1/2,33/20,0,0,1,0,0,0,0,10,CM,
1091,1/2,0,1/2,3,0,1/28,13/14,201/28,0,0,1,6,0,0,0,14,CM,
1091,1/2,0,1/2,7,0,1/28,1/2,57/28,0,0,1,0,0,0,0,14,CM,
1091,1/2,0,1/2,11,0,1/28,13/14,289/28,0,0,1,8,0,0,0,14,CM,
1091,1/2,0,7/2,1,0,1/28,53/14,7/4,0,0,7,0,0,0,0,2,CM,
1091,1/2,0,1/2,7,0,1/28,1/2,41/28,0,0,1,0,0,0,0,14,CM,
1091,1/2,0,1/2,1,0,1/44,21/22,177/44,0,0,1,2,0,0,0,22,CM,
1091,1/2,0,1/2,21,0,1/44,21/22,65/44,0,0,1,20,0,0,0,22,CM,
1091,1/2,0,1/2,11,0,1/44,1/2,433/44,0,0,1,0,0,0,0,22,CM,
1091,1/2,0,11/2,1,0,1/44,207/22,3/4,0,0,11,0,0,0,0,2,CM,
1091,1/2,0,1/2,3,0,1/44,17/22,273/44,0,0,1,6,0,0,0,22,CM,
1091,1/2,0,1/2,19,0,1/44,17/22,937/44,0,0,1,16,0,0,0,22,CM,
1091,1/2,0,1/2,11,0,1/44,1/2,777/44,0,0,1,0,0,0,0,22,CM,
1091,1/2,0,3/2,11,0,1/132,5/6,467/44,0,0,3,0,0,0,0,22,CM,
1091,1/2,0,1/2,11,0,1/308,9/14,16889/308,0,0,1,22,0,0,0,154,CM,
1091,1/2,0,7/2,11,0,1/308,85/14,615/44,0,0,7,0,0,0,0,22,CM,
1091,1/2,0,1/2,6,0,1/18,2/3,119/18,0,0,1,3,0,0,0,9,CM,
1091,1/2,0,1/2,0,0,1/18,0,155/18,0,0,1,0,0,0,0,9,CM,
1091,1/2,0,5/2,0,0,1/30,18/5,13/6,0,0,5,0,0,0,0,3,CM,
1091,1/2,0,1/2,0,0,1/30,0,317/30,0,0,1,0,0,0,0,15,CM,
1091,1/2,0,1/2,0,0,1/30,0,83/30,0,0,1,0,0,0,0,15,CM,
1091,1/2,0,1/2,0,0,1/42,0,335/42,0,0,1,0,0,0,0,21,CM,
1091,1/2,0,1/2,18,0,1/42,2/7,569/42,0,0,1,15,0,0,0,21,CM,
1091,1/2,0,1/2,30,0,1/66,2/11,101/66,0,0,1,27,0,0,0,33,CM,
1091,1/2,0,1/2,21,0,1/66,7/11,65/66,0,0,1,9,0,0,0,33,CM,
1091,1/2,0,11/2,0,0,1/66,69/11,1/6,0,0,11,0,0,0,0,3,CM,
1091,1/2,0,1/2,21,0,1/66,4/11,1739/66,0,0,1,9,0,0,0,33,CM,
1091,1/2,0,3/2,1,0,1/18,19/9,5/6,0,0,3,2,0,0,0,3,CM,
1091,1/2,0,3/2,0,0,1/30,2/3,39/10,0,0,3,0,0,0,0,5,CM,
1091,1/2,0,15/2,0,0,1/30,46/15,1/2,0,0,15,0,0,0,0,1,CM,
1091,1/2,0,3/2,0,0,1/42,4/3,19/14,0,0,3,0,0,0,0,7,CM,
1091,1/2,0,21/2,0,0,1/42,298/21,1/2,0,0,21,0,0,0,0,1,CM,
1091,1/2,0,3/2,9,0,1/66,28/33,135/22,0,0,3,7,0,0,0,11,CM,
1091,1/2,0,3/2,0,0,1/66,5/3,225/22,0,0,3,0,0,0,0,11,CM,
1091,1/2,0,33/2,0,0,1/66,1054/33,1/2,0,0,33,0,0,0,0,1,CM,
1091,1/2,0,5/2,4,0,1/50,46/25,21/10,0,0,5,3,0,0,0,5,CM,
1091,1/2,0,5/2,6,0,1/70,146/35,13/14,0,0,5,5,0,0,0,7,CM,
1091,1/2,0,1/2,15,0,1/50,1/5,83/50,0,0,1,5,0,0,0,25,CM,
1091,1/2,0,1/2,25,0,1/70,3/7,1433/70,0,0,1,15,0,0,0,35,CM,
1091,1/2,0,1/2,45,0,1/110,2/11,133/110,0,0,1,35,0,0,0,55,CM,
1091,1/2,0,7/2,1,0,1/98,200/49,31/14,0,0,7,2,0,0,0,7,CM,
1091,1/2,0,1/2,21,0,1/98,3/7,1119/98,0,0,1,42,0,0,0,49,CM,
1091,1/2,0,1/2,21,0,1/154,3/11,2001/154,0,0,1,42,0,0,0,77,CM,
1091,1/2,0,1/2,46,0,1/98,48/49,2515/98,0,0,1,43,0,0,0,49,CM,
1093,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
1093,1/2,0,1/2,1/2,0,1/8,3/4,1/8,0,0,1,1,0,0,0,2,CM,
1093,1/2,0,3/2,1/2,0,1/12,17/6,3/4,0,0,3,0,0,0,0,1,CM,
1093,1/2,0,1/2,1/2,0,1/20,9/10,41/20,0,0,1,1,0,0,0,5,CM,
1093,1/2,0,5/2,1/2,0,1/20,47/10,1/4,0,0,5,0,0,0,0,1,CM,
1093,1/2,0,1/2,9/2,0,1/20,9/10,9/20,0,0,1,4,0,0,0,5,CM,
1093,1/2,0,1/2,1/2,0,1/28,3/14,81/28,0,0,1,1,0,0,0,7,CM,
1093,1/2,0,1/2,3/2,0,1/28,1/14,65/28,0,0,1,3,0,0,0,7,CM,
1093,1/2,0,1/2,3/2,0,1/28,13/14,117/28,0,0,1,3,0,0,0,7,CM,
1093,1/2,0,1/2,13/2,0,1/28,3/14,17/28,0,0,1,6,0,0,0,7,CM,
1093,1/2,0,1/2,17/2,0,1/44,15/22,113/44,0,0,1,6,0,0,0,11,CM,
1093,1/2,0,1/2,5/2,0,1/44,15/22,129/44,0,0,1,5,0,0,0,11,CM,
1093,1/2,0,1/2,3/2,0,1/44,3/22,417/44,0,0,1,3,0,0,0,11,CM,
1093,1/2,0,1/2,3/2,0,1/44,19/22,441/44,0,0,1,3,0,0,0,11,CM,
1093,1/2,0,11/2,1/2,0,1/44,35/22,3/4,0,0,11,0,0,0,0,1,CM,
1093,1/2,0,1/2,1/2,0,1/16,7/8,41/16,0,0,1,1,0,0,0,4,CM,
1093,1/2,0,1/2,5/2,0,1/16,3/8,49/16,0,0,1,1,0,0,0,4,CM,
1093,1/2,0,3/2,3/2,0,1/24,35/12,11/8,0,0,3,1,0,0,0,2,CM,
1093,1/2,0,3/2,3/2,0,1/24,19/12,11/8,0,0,3,1,0,0,0,2,CM,
